overview,box,structure,report,policy,research,structured,confidence,achieving,goals,parts,mirroring,broad,aims,attainment,sensitive,assumptions,general,patterns,economic,growth,occur,conceptual,underpinnings,two,rence,extraordinary,shocks,assessment,chapter,describes,world,finally,data,measurement,issues,bank,approach,poverty,discussed,throughout,assesses,achievement,goal,specifically,addresses,related,empirical,require,turns,shared,prosperity,monitoring,greater,technical,demonstrating,evalu,discusses,use,household,survey,ated,highlighting,challenges,measuring,global,pros,interpretation,perity,faced,places,raising,frequency,timeliness,wider,context,estimates,surveys,inputs,broader,framework,welfare,suf,analysis,shows,choices,ficient,key,measures,options,array,complementary,population,purchas,indicators,different,features,provide,ing,power,parity,ppp,indexes,control,insights,pro,differences,cost,living,countries,jections,uncertainty,eco,inflation,needed,nomic,large,unusual,support,pose,downside,risk,discussion,accounting,differ,adequately,captured,standard,ences,prices,models,current,debates,around,climate,extensive,primarily,change,sustainability,receive,explicit,attention,significant,implications,pov,demonstrates,erty,evidence,foundation,design,concerns,overshadowed,fundamental,determinants,development,role,argues,perspective,acknowledges,plays,understanding,structural,appreciates,importance,evaluating,improving,policies,time,economists,rely,availability,sistent,reliable,motivate,assess,heory,also,monitor,evaluate,practice,important,reduction,areas,economics,3a,measured,ending,boosting,eminent,indian,statistician,prasanta,chandra,mahalanobis,declared,statistics,applied,science,chief,object,help,solv,practical,problems,basic,problem,country,solving,issue,secondary,measure,ment,pivotal,progress,clear,defined,meaning,basis,selectivity,prioritization,lessons,learned,past,experience,argue,improved,infrastructure,consisting,elements,including,methods,collection,well,price,critical,ensure,achieve,identified,prioritized,increased,substantially,decades,infrequent,unreliable,continue,challenge,mainstay,impact,mission,mea,ability,surement,times,lagged,efforts,assessments,ambitions,reduce,drawing,level,inform,milestone,understandings,plight,providing,citizens,shape,accord,comprehensive,cross,databases,ingly,analyses,increasingly,concerted,effort,articulate,mon,detailed,alongside,expansion,improve,supported,based,single,international,includ,millennium,access,aimed,halving,figure,bo2,covering,developing,making,national,encouraging,quantity,continued,4overview,chronic,transitory,condition,deter,details,remaining,minants,quality,requires,increase,number,devel,required,opment,community,consis,capacity,tent,frequent,understand,fully,produce,nature,evolution,largely,bo,povcalnet,ar,ere,year,moving,total,alnet,ref,er,povc,mb,source,database,accessed,august,note,delay,months,collected,published,decline,illustrated,reflects,fact,substantial,improvements,consistently,ignore,achieved,recent,purpose,identify,build,highlight
0.00554016620498615,0.002770083102493075,0.0,0.0221606648199446,0.008310249307479225,0.0,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.027700831024930747,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.0110803324099723,0.008310249307479225,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.008310249307479225,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.013850415512465374,0.002770083102493075,0.002770083102493075,0.0,0.0,0.0664819944598338,0.019390581717451522,0.00554016620498615,0.0,0.00554016620498615,0.09141274238227147,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.008310249307479225,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.01662049861495845,0.01662049861495845,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.0110803324099723,0.008310249307479225,0.002770083102493075,0.00554016620498615,0.008310249307479225,0.002770083102493075,0.030470914127423823,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.008310249307479225,0.024930747922437674,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.008310249307479225,0.002770083102493075,0.002770083102493075,0.0110803324099723,0.002770083102493075,0.002770083102493075,0.0,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.027700831024930747,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.01662049861495845,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.0,0.00554016620498615,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.00554016620498615,0.00554016620498615,0.002770083102493075,0.00554016620498615,0.0,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.008310249307479225,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.00554016620498615,0.0110803324099723,0.0110803324099723,0.0,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.008310249307479225,0.008310249307479225,0.008310249307479225,0.002770083102493075,0.002770083102493075,0.008310249307479225,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.0,0.002770083102493075,0.0,0.0,0.0,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.0110803324099723,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.0110803324099723,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.013850415512465374,0.002770083102493075,0.002770083102493075,0.0221606648199446,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.008310249307479225,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.008310249307479225,0.008310249307479225,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.008310249307479225,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.0,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.0,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.008310249307479225,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.0,0.0,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.0,0.002770083102493075,0.002770083102493075,0.0,0.002770083102493075,0.0,0.002770083102493075,0.002770083102493075,0.0,0.0,0.002770083102493075,0.002770083102493075,0.008310249307479225,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.00554016620498615,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075,0.002770083102493075
